address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rate_clean,approx_cost_clean,cost_bracket
"439, Ground Floor, Near Poorvika Showroom, 6th Main, 7th Cross, Mico Layout, Stage 2, BTM, Bangalore",Yummerica Fries,No,No,3.3/5,16,+91 8618401501,BTM,Quick Bites,Not Specified,"Fast Food, Beverages",300,Delivery,Bannerghatta Road,3.3,300.0,Mid-Tier (₹300 - ₹700)
"55, 19th Main, 15th Cross, Outer Ring Road, Phase 2, JP Nagar, Bangalore",Frozen Bottle,Yes,No,3.6/5,59,080 26589999,JP Nagar,Beverage Shop,Not Specified,"Beverages, Desserts, Ice Cream",400,Delivery,Bannerghatta Road,3.6,400.0,Mid-Tier (₹300 - ₹700)
"745/AB, 2nd Floor, Shravanee Square, 24th Main, 15th cross, 6th Phase, JP Nagar, Bangalore",Casa Piccosa,Yes,Yes,4.1/5,842,"080 39510999
080 26538999",JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian","1,100",Delivery,Bannerghatta Road,4.1,1100.0,Upper-Mid (₹700 - ₹1500)
"27, Sri Vandhana Sai Nivas, 80 Feet Road, Near Saibaba Temple, Arekere, Bannerghatta Road, Bangalore",Rolls On Wheels,No,No,3.4/5,25,"+91 9535674477
+91 9071496800",Bannerghatta Road,Quick Bites,Not Specified,"Fast Food, Rolls, Momos",300,Delivery,Bannerghatta Road,3.4,300.0,Mid-Tier (₹300 - ₹700)
"#1178,18th A Main Road, 3rd Cross, 2nd Phase, JP Nagar, Bangalore",Bake Addiction,Yes,No,4.0/5,88,+91 7406856980,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",500,Delivery,Bannerghatta Road,4.0,500.0,Mid-Tier (₹300 - ₹700)
"10, Near Post Office, 16th Main Rd, Mahadeshwara Nagar, 2nd Stage, BTM, Bangalore",Tongue Twisters,Yes,No,3.5/5,283,+91 9902629650,BTM,Quick Bites,"Veg Thali, Fish Thali","Bengali, North Indian, Oriya",350,Delivery,Bannerghatta Road,3.5,350.0,Mid-Tier (₹300 - ₹700)
"RBI Layout, Puttenahalli, Phase 7, JP Nagar, Bangalore",Hot Rolls & House Of Kebabs,Yes,No,3.1/5,55,+91 9886610338,JP Nagar,Quick Bites,Not Specified,"Rolls, Kebab, Biryani",200,Delivery,Bannerghatta Road,3.1,200.0,Budget (< ₹300)
"1st Main, Meenakshi Layout, Bannerghatta Road, Bangalore",Aami Kolkata,No,No,3.3/5,5,+91 8951170347,Bannerghatta Road,Delivery,Not Specified,Bengali,600,Delivery,Bannerghatta Road,3.3,600.0,Mid-Tier (₹300 - ₹700)
"21, Saifee Apartment, 5th Cross, 22nd Main, Near Rizwan Mazjid, Vinayaka Nagar, 5th Phase, JP Nagar, Bangalore",Food Times,Yes,No,,0,"+91 9611282785
+91 9945052352",JP Nagar,"Takeaway, Delivery",Not Specified,"North Indian, Arabian",300,Delivery,Bannerghatta Road,,300.0,Mid-Tier (₹300 - ₹700)
"277, 15th Cross, 21 Main, Outer Ring Road, JP Nagar 5th Phase, JP Nagar, Bangalore",Vaathsalya Millet Cafe,Yes,Yes,4.1/5,293,"+91 9449064494
+91 8125995641",JP Nagar,Casual Dining,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk","Healthy Food, South Indian",500,Delivery,Bannerghatta Road,4.1,500.0,Mid-Tier (₹300 - ₹700)
"No 04, 1st Main Road, NS Palya, Bannerghatta Main Rd, Mico Layout, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India",Chaatimes,Yes,No,4.1/5,9,+91 8884252255,BTM,Quick Bites,Not Specified,"Street Food, Fast Food",250,Delivery,Bannerghatta Road,4.1,250.0,Budget (< ₹300)
"17, 19th Cross, 7th Main Road, NS Palya, BTM 2nd Stage, BTM, Bangalore",Hungry Buddies,No,No,3.3/5,33,"+91 9606259513
+91 7619546574",BTM,Quick Bites,Not Specified,North Indian,150,Delivery,Bannerghatta Road,3.3,150.0,Budget (< ₹300)
"394, 7th Cross Road, 8th Main, 2nd Stage, BTM, Bangalore",Goodness! Beverages,Yes,No,,0,+91 8197287287,BTM,"Takeaway, Delivery",Not Specified,Beverages,250,Delivery,Bannerghatta Road,,250.0,Budget (< ₹300)
"103, 1st Cross, New Gurappana Palya, 1st Stage, BTM, Bangalore",The Chaat Shop,No,No,3.2/5,9,+91 9343740009,BTM,Quick Bites,Not Specified,Street Food,100,Delivery,Bannerghatta Road,3.2,100.0,Budget (< ₹300)
"269, 6th Main, MICO layout, BTM 2nd Stage, BTM, Bangalore",TheRiceBowl.In,Yes,No,3.4/5,19,+91 8618839928,BTM,Takeaway,Not Specified,"Biryani, North Indian",200,Delivery,Bannerghatta Road,3.4,200.0,Budget (< ₹300)
"197, Next to Reliance Mart, Opposite Accenture, Hulimaavu, Bannerghatta Road, Bangalore",Guru Garden,No,No,2.9/5,106,"080 26583972
080 41503389",Bannerghatta Road,Casual Dining,Biryani,"North Indian, Chinese",450,Delivery,Bannerghatta Road,2.9,450.0,Mid-Tier (₹300 - ₹700)
"DLF Westend Heights, Akshaya Nagar, Bannerghatta Road, Bangalore",Cakes By M,No,No,3.4/5,7,+91 9739066698,Bannerghatta Road,Delivery,Not Specified,Bakery,500,Delivery,Bannerghatta Road,3.4,500.0,Mid-Tier (₹300 - ₹700)
"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",Brewz Coffee,Yes,No,3.0/5,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Delivery,Bannerghatta Road,3.0,650.0,Mid-Tier (₹300 - ₹700)
Delivery Only,Fritz Haber,Yes,No,3.4/5,4,+91 8095066833,South Bangalore,Delivery,Not Specified,"Ice Cream, Desserts",450,Delivery,Bannerghatta Road,3.4,450.0,Mid-Tier (₹300 - ₹700)
"225-226, Above Canara Bank, Arakere Gate, Bannerghatta Road, Bangalore",Athithi,No,No,2.8/5,80,"080 41507671
080 41507674",Bannerghatta Road,Casual Dining,Dum Biryani,"Andhra, Biryani, Chinese, North Indian",650,Delivery,Bannerghatta Road,2.8,650.0,Mid-Tier (₹300 - ₹700)
"21, Saifee Apartment, 5th Cross, 22nd Main, Near Rizwan Mazjid, Vinayaka Nagar, 5th Phase, JP Nagar, Bangalore",Favourite Restaurant,Yes,No,,0,+91 8845052352,JP Nagar,"Takeaway, Delivery",Not Specified,Fast Food,300,Delivery,Bannerghatta Road,,300.0,Mid-Tier (₹300 - ₹700)
"10/1, 17th Cross, 26th Main, Murthappa Garden, 6th Phase, JP Nagar, Bangalore",Roll N Rock,Yes,No,3.7/5,33,+91 9916125976,JP Nagar,Quick Bites,Not Specified,"Chinese, North Indian, Mughlai, Rolls",400,Delivery,Bannerghatta Road,3.7,400.0,Mid-Tier (₹300 - ₹700)
"Oppst Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore, Bengaluru",Smooth Blender,Yes,No,3.4/5,7,+91 8105902392,Bannerghatta Road,Beverage Shop,Not Specified,Beverages,300,Delivery,Bannerghatta Road,3.4,300.0,Mid-Tier (₹300 - ₹700)
"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Sri Bhagya Grand,Yes,No,3.4/5,186,+91 9035066066,Bannerghatta Road,Casual Dining,"Pav Bhaji, Tea, Tandoori Roti, Coffee, Malai Kofta, Vada, Curd Rice","South Indian, North Indian, Chinese, Street Food, Beverages",450,Delivery,Bannerghatta Road,3.4,450.0,Mid-Tier (₹300 - ₹700)
"No. 267, Near Ayyappa Swamy Temple, MSRS Nagar, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",Shree Guru Juice 'N' Ice,Yes,No,3.3/5,5,+91 7978627319,Bannerghatta Road,Quick Bites,Not Specified,"Fast Food, Chinese, Beverages",250,Delivery,Bannerghatta Road,3.3,250.0,Budget (< ₹300)
"Nanjundappa Building, 3, 1st Cross Road, Rama Krishnappa Layout, Bannerghatta Road, Bangalore",Bhavya Military Hotel,No,No,3.5/5,18,"+91 9243016636
+91 9845452198",Bannerghatta Road,Quick Bites,Not Specified,South Indian,300,Delivery,Bannerghatta Road,3.5,300.0,Mid-Tier (₹300 - ₹700)
"Club House, SNN Raj Serenity Apartment, Main Begur Road, Yelnahalli Village, Bannerghatta Road, Bangalore",Neals Cafe,No,No,3.1/5,14,"+91 9901797990
+91 8066790399",Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Chinese",550,Delivery,Bannerghatta Road,3.1,550.0,Mid-Tier (₹300 - ₹700)
"Arjun Aura Apartment, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Flavorsome Bakes,No,No,4.0/5,93,"+91 9739132229
+91 9900766188",Bannerghatta Road,"Takeaway, Delivery","Cup Cake, Pineapple Cake","Bakery, Desserts",800,Delivery,Bannerghatta Road,4.0,800.0,Upper-Mid (₹700 - ₹1500)
"973, 6th Cross, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Bake-ooh,No,No,3.7/5,17,+91 9986914460,Bannerghatta Road,"Takeaway, Delivery",Not Specified,Bakery,350,Delivery,Bannerghatta Road,3.7,350.0,Mid-Tier (₹300 - ₹700)
"24, Bannerghatta Main Road, Himagiri Meadows, Gottigere, Bannerghatta Road, Bangalore",The Yummy Tummy,No,No,3.5/5,13,+91 9632606655,Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Street Food",200,Delivery,Bannerghatta Road,3.5,200.0,Budget (< ₹300)
"19, Jalaram Industrial Estate, Opposite Food World, Arakere Gate, Bannerghatta Road, Bangalore",Mast Kalandar,No,No,2.4/5,183,"080 42192828
080 42192829",Bannerghatta Road,Delivery,"Lassi, Raita, Chole, Dal Makhani, Gulab Jamun, Buttermilk",North Indian,450,Delivery,Bannerghatta Road,2.4,450.0,Mid-Tier (₹300 - ₹700)
"1142, 8th Cross, Near Seems English School, Devarachikkanahalli, Bannerghatta Road, Bangalore",One KG,No,No,,0,+91 9611301512,Bannerghatta Road,"Takeaway, Delivery",Not Specified,"Biryani, Kebab",400,Delivery,Bannerghatta Road,,400.0,Mid-Tier (₹300 - ₹700)
"3, 1st Cross, Kalyani Kala Mandir, Bannerghatta Road, Bangalore",Sultan's Biryani,No,No,3.0/5,12,+91 9513777152,Bannerghatta Road,Delivery,Not Specified,"Biryani, North Indian",700,Delivery,Bannerghatta Road,3.0,700.0,Mid-Tier (₹300 - ₹700)
"9/10/9 2nd Floor, Opposite SBI Bank, DLF Road, Bhagyalakshmi Avenue, Bannerghatta Road, Bangalore",Halli Sogasu,No,No,3.0/5,15,+91 7624958503,Bannerghatta Road,Casual Dining,Not Specified,"South Indian, Andhra",600,Delivery,Bannerghatta Road,3.0,600.0,Mid-Tier (₹300 - ₹700)
"5th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",4671 Indian Coastal Cuisine,No,No,,0,"+91 9980094671
080 41233133",Bannerghatta Road,Food Court,Not Specified,"Seafood, Mangalorean, Kerala",600,Delivery,Bannerghatta Road,,600.0,Mid-Tier (₹300 - ₹700)
"6, 60 Feet Road, Bilekahalli, Near Vijaya Bank Apartment, Bannerghatta Road, Bangalore",Bake Feast,No,No,,0,+91 8762080808,Bannerghatta Road,Bakery,Not Specified,Bakery,300,Delivery,Bannerghatta Road,,300.0,Mid-Tier (₹300 - ₹700)
"16th Mian Road, 2nd Stage, BTM, Bangalore",Crepe Nation,Yes,No,3.8/5,12,+91 8075562611,South Bangalore,Food Truck,Not Specified,"Fast Food, Desserts",300,Delivery,Bannerghatta Road,3.8,300.0,Mid-Tier (₹300 - ₹700)
"3, 1st Cross, Kalyani Kala Mandir, Bannerghatta Road, Bangalore",RICE BAR,No,No,3.1/5,7,+91 9513777152,Bannerghatta Road,Delivery,Not Specified,"North Indian, Biryani",500,Delivery,Bannerghatta Road,3.1,500.0,Mid-Tier (₹300 - ₹700)
"Near Vijayashree Hospital, Jyothi Nagar, Bohra Layout, Gottigere, Bannerghatta Road, Bangalore",Kanika Biryani Paradise,No,No,3.4/5,15,+91 8971051325,Bannerghatta Road,Casual Dining,Not Specified,"North Indian, Andhra, Biryani",700,Delivery,Bannerghatta Road,3.4,700.0,Mid-Tier (₹300 - ₹700)
"200, 1st Main, 6th Cross, MICO Layout, Off Bannerghatta Road, Bangalore",Resto,No,No,3.7/5,40,"080 48146060
+91 7795235529",Bannerghatta Road,Quick Bites,Not Specified,"Chinese, North Indian, Fast Food, Momos",350,Delivery,Bannerghatta Road,3.7,350.0,Mid-Tier (₹300 - ₹700)
"362, N V Building, Gotiigere, Bannerghatta Road, Bangalore",New Tandoori Point,No,No,3.3/5,9,+91 9035723186,Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Chinese",600,Delivery,Bannerghatta Road,3.3,600.0,Mid-Tier (₹300 - ₹700)
"4th Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Shiv Sagar,No,No,2.9/5,85,"080 26483631
080 26483632",Bannerghatta Road,Quick Bites,"Masala Dosa, Chole Bhature, Coffee","South Indian, Street Food",250,Delivery,Bannerghatta Road,2.9,250.0,Budget (< ₹300)
"Food Parade, Spar Hyper Market, Near Dairy Circle, Bannerghatta Road, Bangalore",Little Shangai,No,No,3.3/5,4,"+91 9019269201
+91 9880004848",Bannerghatta Road,Food Court,Not Specified,"Chinese, North Indian, Fast Food",400,Delivery,Bannerghatta Road,3.3,400.0,Mid-Tier (₹300 - ₹700)
"Shop 27/6, Vishweswaraiah Road, Near Sai Baba Temple, BTM 6th Stage Off, Bannerghatta Road, Bangalore",Nadella's Kitchen,No,No,3.3/5,4,"+91 9901775949
+91 9980594999",Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Biryani",300,Delivery,Bannerghatta Road,3.3,300.0,Mid-Tier (₹300 - ₹700)
"23, 5th Cross, Satya Sai Layout, Kodichikannahalli Main Road, Bannerghatta Road, Bangalore",Uncle's Kitchen,No,No,2.8/5,12,"+91 9066223977
+91 9036082478",Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Chinese, Fast Food",450,Delivery,Bannerghatta Road,2.8,450.0,Mid-Tier (₹300 - ₹700)
"24, Akshaynagar , Near DLF New Town, Bannerghatta Road, Bangalore",Maruthi Bar & Restaurant,No,No,,0,"+91 7022820111
+91 7022926111",Bannerghatta Road,Casual Dining,Not Specified,"Chinese, Seafood",800,Delivery,Bannerghatta Road,,800.0,Upper-Mid (₹700 - ₹1500)
"204, Panduranga Nagar, Opposite HSBC, Bannerghatta Road, Bangalore",Coastal Inn,No,No,3.4/5,66,"080 42117811
+91 9740218147",Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Fish Thali","Chinese, North Indian, Seafood",800,Delivery,Bannerghatta Road,3.4,800.0,Upper-Mid (₹700 - ₹1500)
"204, Sri Lakshminarayan Complex, Pandrunga Nagar, Bannerghatta Road, Bangalore",Mom's Momos,No,No,3.3/5,6,+91 9741321507,Bannerghatta Road,Quick Bites,Not Specified,Chinese,300,Delivery,Bannerghatta Road,3.3,300.0,Mid-Tier (₹300 - ₹700)
"30, Syndicate Bank Colony, Next to BPL Arkere, Bannerghatta Road, Bangalore",Aishwarya Parkland,No,No,2.9/5,59,080 26591793,Bannerghatta Road,Casual Dining,Not Specified,"Chinese, North Indian",500,Delivery,Bannerghatta Road,2.9,500.0,Mid-Tier (₹300 - ₹700)
"9/1, 1st Floor, Bilekahalli, Bannerghatta Road, Bangalore",Slice of Spice,No,No,3.1/5,4,"+91 8296782737
+91 8660735104",Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Chinese",400,Delivery,Bannerghatta Road,3.1,400.0,Mid-Tier (₹300 - ₹700)
"QSR -1, 3rd Floor, Food court, Vega City Mall, Bannerghatta Road",Bao and Rolls,No,No,3.6/5,19,"+91 9986236425
+91 9986969992",Bannerghatta Road,Quick Bites,Not Specified,"Rolls, Kebab, Fast Food",250,Delivery,Bannerghatta Road,3.6,250.0,Budget (< ₹300)
"225/226, Omkar Nagar, Arkere, Bannerghatta Road, Bangalore",Andhra Bhojanam,No,No,3.6/5,21,+91 7411956530,Bannerghatta Road,Casual Dining,Not Specified,"North Indian, South Indian, Andhra",600,Delivery,Bannerghatta Road,3.6,600.0,Mid-Tier (₹300 - ₹700)
"173, Opposite Ranka Apartments, Bilekahalli, Bannerghatta Road, Bangalore",Kedia's Fun Food,No,No,,0,+91 8867769557,Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Street Food, Juices",200,Delivery,Bannerghatta Road,,200.0,Budget (< ₹300)
"Shop 1 and 2, NGR Complex, Bannerghatta Road, Bangalore",Iyengar's Cakes and Cookies,No,No,,0,+91 8884663123,Bannerghatta Road,Bakery,Not Specified,Bakery,200,Delivery,Bannerghatta Road,,200.0,Budget (< ₹300)
"Arakere, Chamundeshwari Layout, Near Mariyamma Temple, Bannerghatta Road, Bangalore",Kanchan Dhaba,No,No,3.2/5,4,+91 9916894004,Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Chinese",350,Delivery,Bannerghatta Road,3.2,350.0,Mid-Tier (₹300 - ₹700)
"33, 34, 1st Floor, Muthurayaswamy Layout, Hulimavu, Bannerghatta Road, Bangalore",Encyclofoodia,No,No,3.9/5,26,+91 8197570120,Bannerghatta Road,Quick Bites,Not Specified,"Kerala, North Indian",350,Delivery,Bannerghatta Road,3.9,350.0,Mid-Tier (₹300 - ₹700)
"Akshay Nagar, Bannerghatta Road, Bangalore",Bella?s Kitchen,No,No,2.9/5,31,+91 9986681238,Bannerghatta Road,Casual Dining,Not Specified,"Chinese, Seafood, North Indian",600,Delivery,Bannerghatta Road,2.9,600.0,Mid-Tier (₹300 - ₹700)
"5, 1st Floor, Opposite Sana Supermarket, Vijaya Enclave, Vijaya Bank Layout, Bilekhalli, Bannerghatta Road, Bangalore",Food Feast Multicusine Restaurant,No,No,3.3/5,16,080 48535869,Bannerghatta Road,Quick Bites,Not Specified,"North Indian, Chinese, Hyderabadi",600,Delivery,Bannerghatta Road,3.3,600.0,Mid-Tier (₹300 - ₹700)
"DLF City Road, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore",Bangalir Rannaghar,No,No,2.9/5,58,+91 7337618151,Bannerghatta Road,Quick Bites,Noodles,"Bengali, North Indian, Chinese",250,Delivery,Bannerghatta Road,2.9,250.0,Budget (< ₹300)
"16, Shop 03, Ground Floor, SriKrishna Building, Arekere Main Road, Bannerghatta Road, Bangalore",Sai Samosa & Chat Corner,No,No,3.3/5,9,+91 8892188424,Bannerghatta Road,"Takeaway, Delivery",Not Specified,"Fast Food, Street Food",200,Delivery,Bannerghatta Road,3.3,200.0,Budget (< ₹300)
"Doddakammanahalli Main Road, Near Aikya Apartment, Next to Chef & Butcher, Bannerghatta Road, Bangalore",Lalchee's Rasoi,No,No,3.6/5,162,"+91 8197829385
+91 9980902935",Bannerghatta Road,Casual Dining,"Rolls, Chicken Curry, Hara Bhara Kebab, Egg Masala, Egg Curry, Naan, Roti","North Indian, Chinese",500,Delivery,Bannerghatta Road,3.6,500.0,Mid-Tier (₹300 - ₹700)
"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Kailash Parbat,No,No,2.7/5,67,+91 9960069000,Bannerghatta Road,Food Court,"Chole, Chaat, Gulab Jamun, Dahipuri, Sev Puri, Bhel Puri, Pakoda","North Indian, Street Food",300,Delivery,Bannerghatta Road,2.7,300.0,Mid-Tier (₹300 - ₹700)
"203/103/60, Near Yelenahalli, Begur to koppa Road, Begur Hobli, Bannerghatta Road, Bangalore",Just Bake,No,No,,0,+91 8970010111,Bannerghatta Road,Bakery,Not Specified,"Bakery, Desserts",400,Delivery,Bannerghatta Road,,400.0,Mid-Tier (₹300 - ₹700)
"81/3, Hulimavu Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",Goli Vada Pav No 1,No,No,,0,"+91 9900561532
+91 8971051846",Bannerghatta Road,Not Specified,Not Specified,"Street Food, Burger",150,Delivery,Bannerghatta Road,,150.0,Budget (< ₹300)
"31/15, 1st Cross, Bhavani Layout, Opposite Chandrodaya Convention Center, BG Road, Bannerghatta Road, Bangalore",Kitchen King,No,No,,0,+91 9535802539,Bannerghatta Road,Quick Bites,Not Specified,"South Indian, North Indian, Chinese",250,Delivery,Bannerghatta Road,,250.0,Budget (< ₹300)
"94/3, Near Gottigere Bus Stop, Bannerghatta Road, Bangalore",Gowdru Hatti Nati Style,No,No,,0,+91 9036201545,Bannerghatta Road,Quick Bites,Not Specified,"South Indian, Chinese, Biryani",350,Delivery,Bannerghatta Road,,350.0,Mid-Tier (₹300 - ₹700)
"102, Bannerghatta Main Road, Himagiri Meadows, Kalena Agrahara, Bannerghatta Road, Bangalore",Dream's Kitchen,No,No,3.1/5,7,+91 9845147800,Bannerghatta Road,Casual Dining,Not Specified,"North Indian, Andhra, Chinese",700,Delivery,Bannerghatta Road,3.1,700.0,Mid-Tier (₹300 - ₹700)
"Chamundeshwari Layout, BG Road, Arekere, Bannerghatta Road, Bangalore",MOYASS,No,No,,0,+91 7090146212,Bannerghatta Road,Casual Dining,Not Specified,"South Indian, Kerala",600,Delivery,Bannerghatta Road,,600.0,Mid-Tier (₹300 - ₹700)
"Opposite Ranka Colony, Bilekahalli, Bannerghatta Road, Bangalore",Tandoor Hut,No,No,2.2/5,90,"080 68888777
+91 8861767232",Bannerghatta Road,Casual Dining,"Noodles, Tandoori Chicken","North Indian, Chinese",750,Delivery,Bannerghatta Road,2.2,750.0,Upper-Mid (₹700 - ₹1500)
"Third Floor, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",The Chocolatiers,No,No,3.5/5,14,+91 7676478870,Bannerghatta Road,Dessert Parlor,Not Specified,Desserts,150,Delivery,Bannerghatta Road,3.5,150.0,Budget (< ₹300)
"156, Hulimavu Lake Road, Krishna Layout, Hulimavu, Bannerghatta Road, Bangalore",Ballava,No,No,3.3/5,5,+91 9880571140,Bannerghatta Road,Quick Bites,Not Specified,"North Indian, South Indian",400,Delivery,Bannerghatta Road,3.3,400.0,Mid-Tier (₹300 - ₹700)
"85/3, Chamundeshwari Layout, Arekere , Near Paramount Pilatus, Bannerghatta Road, Bangalore",Zaika Take Away,No,No,2.4/5,96,"+91 7848824267
+91 7847024267",Bannerghatta Road,Casual Dining,"Butter Naan, Kadhai Mushroom","North Indian, Chinese, Thai",500,Delivery,Bannerghatta Road,2.4,500.0,Mid-Tier (₹300 - ₹700)
"24/4, Nanda Gokul, Opposite Thayappa garden, Bilkanhalli, Bannerghatta Road, Bengaluru",Sapid,No,No,,0,+91 7338318544,Bannerghatta Road,Delivery,Not Specified,North Indian,250,Delivery,Bannerghatta Road,,250.0,Budget (< ₹300)
"24/4 Nanda Gokul, Bilekahalli, Bannerghatta Road, Bangalore",Sapid.in,No,No,,0,+91 8884318443,Bannerghatta Road,Delivery,Not Specified,North Indian,350,Delivery,Bannerghatta Road,,350.0,Mid-Tier (₹300 - ₹700)
"16-31/B, 1st Cross, Near Dharmaram College, Guruppanpalya, Bannerghatta Road, Bangalore",Hotel Muthu,No,No,,0,+91 9751561909,Bannerghatta Road,Quick Bites,Not Specified,South Indian,200,Delivery,Bannerghatta Road,,200.0,Budget (< ₹300)
"1, Pai Layout, Hulimavu Main Road, Bannerghatta Road, Bangalore, Bengaluru",Orlando's Pizzeria,No,No,,0,+91 8884044348,Bannerghatta Road,Casual Dining,Not Specified,"Pizza, Italian, Desserts",800,Delivery,Bannerghatta Road,,800.0,Upper-Mid (₹700 - ₹1500)
"375/9, Opposite DLF Newtown, Besides Corporation Bank, Akshaya Nagar, Bannerghatta Road, Bangalore",Snackiey,No,No,3.5/5,11,"+91 8095217291
+91 7259988658",Bannerghatta Road,Quick Bites,Not Specified,North Indian,250,Delivery,Bannerghatta Road,3.5,250.0,Budget (< ₹300)
"81/82, Sargbabhounagar, Behind HSBC Bank, Bilkehalli, Bannerghatta Road, Bangalore",Hotel Shyam Mangalam & Catering Service,No,No,,0,"+91 7795690304
+91 9986529782",Bannerghatta Road,Quick Bites,Not Specified,"South Indian, North Indian, Oriya",400,Delivery,Bannerghatta Road,,400.0,Mid-Tier (₹300 - ₹700)
"503, A Block, Jahnavi Shelters, 9th Cross, Yellenahalli Bus Stop, Akshay Nagar, Bannerghatta Road, Bangalore",Sheer Kurma,No,No,,0,+91 9886143656,Bannerghatta Road,Quick Bites,Not Specified,Desserts,300,Delivery,Bannerghatta Road,,300.0,Mid-Tier (₹300 - ₹700)
"Near SR Dental College, Opposite Himagri Meadow, Hulimavu, Bangalore",Thalassery Food Court,No,No,,0,+91 7892101693,Bannerghatta Road,Casual Dining,Not Specified,"Chinese, Kerala",500,Delivery,Bannerghatta Road,,500.0,Mid-Tier (₹300 - ₹700)
"Bannerghatta Road, Bangalore",House Of Candy,No,No,,0,+91 9319716661,Bannerghatta Road,Confectionery,Not Specified,Desserts,200,Delivery,Bannerghatta Road,,200.0,Budget (< ₹300)
"Shop - 1/2, KNP Complex, BG Road, Arekere, Bannerghatta Road, Bangalore",Oye Bubly,No,No,,0,+91 9148472034,Bannerghatta Road,Quick Bites,Not Specified,Fast Food,200,Delivery,Bannerghatta Road,,200.0,Budget (< ₹300)
"76, Doddamma Layout, Near Doddamma Temple, Hulimavu Gate, Bannerghatta Road, Bangalore",Doddamma Devi Juice & Chats Centre,No,No,,0,+91 8217540091,Bannerghatta Road,Quick Bites,Not Specified,"Chinese, Street Food, Juices",200,Delivery,Bannerghatta Road,,200.0,Budget (< ₹300)
